Date;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30;24:00
31/10/2015;52057;49248;48557;47680;47012;45090;44010;43174;42936;42648;43485;44159;45503;46589;46814;47462;48769;50108;51150;51347;51378;51131;50981;51304;51849;52306;50272;48847;48245;46750;45791;45102;44514;44668;45854;49769;52173;53455;53523;52387;50675;49391;48325;47646;48391;51552;51314;51418
01/11/2015;49740;47164;46688;45843;45101;43210;42028;41047;40675;40376;40829;41133;41925;42437;42535;42865;44094;45286;46315;46978;47193;47441;47765;48262;48890;49415;47226;45457;44739;43370;42722;42022;41724;41967;43669;47729;51406;53271;53215;52588;51198;50231;48926;48084;48512;51287;50925;51061
02/11/2015;49315;46898;46581;46042;45583;43981;43102;42524;42793;43461;45821;48086;52269;55876;58447;59298;59888;60425;60637;60675;60607;60562;60656;61054;60467;60654;59725;59055;58675;57476;56905;56391;56021;56248;57812;61276;63939;65532;64536;62562;60052;57826;55784;54263;54350;56900;56187;55769
03/11/2015;53628;50917;50164;49468;48860;47151;46243;45480;45695;46004;47919;49662;53658;57251;59847;60324;60801;61352;61819;61838;61843;61752;62023;62276;61596;61481;60532;60062;59728;58488;57762;57356;57144;57285;58661;61724;63878;65634;64482;62234;59809;57579;55521;53916;53837;56237;55463;55136
04/11/2015;53119;50008;49448;48576;48118;46221;45302;44376;44544;44914;46503;48394;51987;55502;57904;58533;59265;59867;60525;60506;60448;60300;60547;60876;60264;60346;59225;58983;58607;57317;56563;56195;55859;55984;57169;60557;62857;64358;63463;61400;58688;56478;54358;52878;52910;55497;54677;54535
05/11/2015;52401;49612;48931;48309;47828;46040;45143;44228;44194;44514;46530;48394;52199;55920;58487;58862;59081;58925;59278;59173;58755;58880;58669;58997;58190;58426;57466;56893;57036;55890;55370;54961;54990;55091;56703;60005;62126;63432;62493;60413;58025;55617;53769;52285;52188;54593;54014;53556
06/11/2015;51372;48480;47959;47172;46475;44770;43674;43067;43050;43187;45165;46937;50593;54010;56555;57031;57518;57885;58057;57939;57815;57783;57871;58296;57709;57923;56649;56234;55808;54854;54193;53597;53080;53303;54789;57552;59226;60106;59246;57430;55286;53305;51849;50222;50536;52934;52455;51901
07/11/2015;49494;46550;45739;44708;43811;41842;40755;39755;39527;39230;39880;40491;41752;42904;43744;44127;45300;46709;47921;48346;48456;48344;48719;49433;50134;50750;48962;47777;47125;45918;45151;44308;43908;44160;45857;49552;51502;52817;52195;50777;48945;47583;46326;45477;46260;49235;49118;49113
08/11/2015;47261;44517;43893;42952;42253;40198;39090;37887;37473;37201;37482;37831;38469;38835;39194;39391;40433;42063;43194;44259;44938;45545;46049;46670;47652;48085;46130;44359;43569;42269;41550;40760;40581;40803;42808;46822;49487;50991;50977;50385;48989;47926;46409;45548;45954;48765;48553;48498
09/11/2015;46657;43889;43464;42621;42125;40409;39444;38765;38848;39407;41313;43519;47202;50862;53590;54203;54785;55303;55813;55803;55724;55808;55878;56253;55829;55973;54953;54630;54273;52924;52434;51867;51429;51554;53541;57003;59365;60815;60158;58250;55726;53586;51724;50264;50415;52878;52352;52072
10/11/2015;49864;47056;46516;45691;45359;43597;42763;42003;42001;42486;44263;46137;50016;53406;56560;57024;57451;57905;58165;58187;57998;57888;58026;58501;57833;57862;56830;56225;56082;54770;54162;53552;53449;53431;55379;58501;60278;61641;60765;59145;56862;54681;52775;51554;51760;54600;53878;53561
11/11/2015;51353;48352;47840;47010;46298;44502;43483;42397;41997;41561;42021;42539;43535;44541;45184;45427;46170;47716;48666;49573;50214;50314;50761;51412;52307;52782;50738;49208;48236;46862;46009;45629;45437;46064;48712;52374;54758;56246;56033;54840;53058;51636;50049;48994;49579;52258;51963;51878
12/11/2015;50243;47558;47200;46438;45865;44060;43026;42393;42467;43179;45368;47454;51519;55178;58295;59101;59279;59920;60270;60179;59838;59825;59836;60043;59382;59449;58444;57830;57414;56248;55585;55021;55143;55672;57620;60905;62660;64265;63643;61608;58999;56887;55053;53477;53513;55913;55455;55079
13/11/2015;53020;50147;49593;48770;48451;46613;45674;44872;44808;45118;47125;49123;52475;56059;58912;59638;60184;60531;61059;60823;60626;60511;60555;60495;60036;60025;58994;58289;58019;56561;56124;55463;55241;55562;58086;61177;62545;63526;62763;61002;58779;56861;55173;54139;54350;57048;56665;56600
14/11/2015;54298;51447;50824;49628;48863;46990;45981;44951;44841;44667;45660;46173;47692;48760;49881;50315;51614;52876;54171;54248;54463;54414;54473;55217;55570;56159;53826;52725;52215;50817;50181;49683;49564;50034;52590;55678;57545;58348;57678;56396;54478;53140;52036;51112;51621;54473;54255;54252
15/11/2015;52563;49953;49321;48402;47640;45597;44261;43430;42749;42583;42914;43234;44190;44567;45188;45179;45932;47155;48344;49060;49848;50123;50566;51099;51625;52114;49515;47974;46802;45302;44701;43968;43877;44351;47427;50865;53376;54977;55163;54585;52962;51977;51077;49376;50136;52787;52697;52748
16/11/2015;51052;48468;48170;47445;46879;45118;44215;43516;43733;44484;46634;48703;52615;56303;59512;60218;60343;60825;61074;61115;60935;61071;61001;60753;60573;60785;59872;59392;59078;57836;57383;57057;56769;57891;59858;62512;64136;65620;64495;62454;59987;57784;55931;54173;54426;56894;56278;55810
17/11/2015;53750;50919;50384;49566;49118;47404;46507;45771;45851;46234;48023;49957;53850;57442;60580;61231;61132;61389;61764;61369;61319;61463;61380;61748;60841;61217;60147;59913;59714;58515;58071;57779;57579;58044;60222;62710;64160;65472;64415;62541;59709;57478;55828;54128;54066;56516;55513;54910
18/11/2015;52880;50114;49279;48677;48223;46389;45474;44533;44583;45044;46927;48567;52245;55700;59006;59767;59932;60143;60332;60346;60020;60042;60176;60358;59871;59759;58516;58017;57676;56416;55799;55356;55229;55874;58364;61229;62985;64347;63380;61509;59024;56755;54873;53500;53465;55821;55109;54937
19/11/2015;52712;49736;49435;48558;48105;46452;45455;44670;44602;45137;46819;48648;52467;56201;59599;60044;60192;60316;60608;60490;60334;60536;60678;61072;60169;60639;59689;59299;59185;58154;57710;57368;57362;57718;59997;62128;63543;64529;63511;61356;58759;56559;55006;53202;53160;55618;54831;54718
20/11/2015;52051;49971;48990;48294;47426;45878;44695;44083;43944;44569;46112;48093;51725;55084;58643;59706;59865;60411;61199;61336;61422;61670;61930;62440;61936;62415;61239;60772;60712;59690;59184;58834;58628;59287;61148;63096;63775;64556;63573;61729;59203;57473;55922;54562;54873;57494;56986;56425
21/11/2015;54232;51203;50725;49689;49172;47208;46306;45466;45181;45181;46049;46872;48308;49600;51304;52186;53354;55008;56746;57434;58032;58161;58924;59711;60545;61346;59854;58705;58517;57649;57419;57144;57086;57784;60378;63263;64443;65427;64979;63348;61462;59943;58640;57890;58829;61836;61653;61607
22/11/2015;59974;57325;56811;56002;55273;53214;51935;50707;50352;50169;50640;50976;51758;52324;53383;53607;54396;56059;57450;58356;59116;59271;59829;60178;60709;61260;59090;57020;56263;54920;54295;53963;54415;55433;58974;62186;64309;66192;66195;65654;64102;63074;61796;60634;61249;64185;63412;63469
23/11/2015;61871;59283;59032;58590;58207;56646;55923;55081;55379;56010;58403;60655;64829;68275;71487;72681;72774;73369;73625;73698;73327;72991;72672;72697;71827;71761;70724;70069;69584;68188;67789;67477;67737;68781;72154;75038;77148;78601;77904;75768;73332;70871;69101;67539;67955;70550;69389;69232
24/11/2015;67397;64861;65583;65018;64621;62557;61673;60966;61145;61577;63934;65960;69810;73338;76293;77119;76804;77030;77329;77184;77110;76956;77025;77101;76470;76664;75618;75175;74696;73482;73085;72806;72987;73704;75981;77833;78990;80189;78966;76429;73654;71364;69007;67305;67004;69314;68010;67766
25/11/2015;65606;62664;63291;62499;61715;59784;58454;57447;57284;57498;59502;61135;65188;68123;71304;72330;72324;72451;72601;72757;72495;72394;72543;72894;72337;72355;71644;71217;70782;69424;68962;68615;68747;69461;71600;73859;75193;76355;75358;73095;70403;67865;65798;64131;64221;66521;65726;65495
26/11/2015;63628;60902;61007;60440;59846;58030;56893;56022;56052;56286;58323;60335;64458;67846;70973;71768;71564;71772;71869;71499;71334;71040;71028;71062;70295;70348;69509;68770;68505;67169;66980;66503;66787;67589;70754;73088;74797;75895;75224;72781;70486;68097;66355;64755;65062;67516;66829;66549
27/11/2015;64704;61784;62540;61709;61303;59580;58613;57645;57905;58129;60439;62437;66475;69733;72909;74068;73873;73986;74440;74314;73983;73362;73667;73224;72466;72225;71081;70085;69617;68029;67689;67206;67351;68366;71277;73163;74450;75106;74132;72356;70063;67966;66273;64701;65319;67756;67033;66584
28/11/2015;64343;61338;61966;60857;60326;58152;56921;55674;55282;55088;56123;56686;58166;59179;60818;61888;62734;64073;65425;65816;65701;65129;64970;65176;65359;65629;63739;62116;61578;60205;59878;59505;59870;61022;64283;66551;67963;69032;68693;67202;65437;64031;62886;61830;62804;65492;65100;65073
29/11/2015;63357;60655;60230;59270;58546;56205;54887;53374;52836;52148;52726;52531;53417;53617;54566;54879;55370;56348;57972;59055;59872;60348;60963;61657;62199;62593;60792;58854;58134;56535;56060;55524;55692;56582;59133;61468;62922;64307;64390;63605;62017;60893;59384;57952;58397;60861;60611;60300
30/11/2015;58681;56109;55857;55256;54862;52900;52023;50953;51135;51498;53835;55736;59972;63583;67278;68616;68692;68673;68965;68608;68396;68162;68192;68332;67824;67859;67001;66378;66079;64572;64187;63792;64091;64863;67670;69559;71147;72426;71584;69327;66931;64494;62633;60845;61045;63215;62637;62126
